,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,tri_facility_id,primary_naics,parent_company_name,Chemicals
137,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,27,0.854700854701,0.00483208888624,0.508990318119,0.00868013266375,12803BRDNC64FAR,325199,MOMENTIVE SPECIALTY CHEMICALS HOLDINGS LLC,"['FORMALDEHYDE', 'METHANOL']"
279,DUPONT YERKES PLANT,26,0.606153846154,0.00749314455587,0.508990318119,0.00394012857647,14207DPNTYSHERI,326113,E I DU PONT DE NEMOURS & CO,"['BUTYL ACRYLATE', 'METHYL METHACRYLATE', 'VINYL FLUORIDE', 'ZINC COMPOUNDS']"
225,HOOSIER MAGNETICS INC,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,13669HSRMGLOWER,332811,,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']"
149,XEROX CORP,26,0.498461538462,0.00665126309879,0.504801097394,0.00598639240674,14580XRXCR800PH,333316,XEROX CORP,"['DICHLOROMETHANE', 'MANGANESE', 'METHYL ISOBUTYL KETONE']"
357,GERMANIUM CORP OF AMERICA,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,13502GRMNM1634L,325998,INDIUM CORP OF AMERICA,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']"
62,CPP - SYRACUSE,24,0.891304347826,0.00530717921641,0.495956873315,0.00305018869583,13037GRYSY901EA,331512,CPP CORP,"['CHROMIUM', 'COBALT', 'NICKEL']"
335,UNITED BIOCHEMICALS,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,1413WNTDBC6351I,325199,VWR,['METHANOL']
337,FERRONICS INC,23,0.810276679842,0.00463697398637,0.487417218543,0.00324925608575,14450FRRNC45OCO,334419,,"['MANGANESE COMPOUNDS', 'ZINC COMPOUNDS']"
46,FINGER LAKES CHEMICAL INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,14605FNGRL418ST,325998,FINGER LAKES CHEMICAL INC,['METHANOL']
288,TRUESENSE IMAGING INC,23,1.0,0.00268297520463,0.493959731544,0.00395141023801,1461WTRSNS1964L,334413,,"['SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']"
55,US ARMY WATERVLIET ARSENAL,23,0.857707509881,0.00460982125232,0.444981862152,0.0020494385101,12189SDDSRBROAD,928110,US DEPARTMENT OF DEFENSE,"['CHROMIUM', 'MANGANESE']"
63,R H CROWN CO INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,12095RHCRW100NM,325998,,['METHANOL']
326,KEDRION MELVILLE INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,11747PRCSN155DU,325414,,['METHANOL']
350,BENJAMIN MOORE & CO JOHNSTOWN,22,0.5670995671,0.00735325203072,0.50341997264,0.00500637581943,12095BMCJHUNION,325510,BERKSHIRE HATHAWAY,"['BUTYL ACRYLATE', 'CERTAIN GLYCOL ETHERS', 'METHYL METHACRYLATE', 'VINYL ACETATE']"
88,BLACKSTONE BUSINESS ENTERPRISES INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,14701BLCKS1BLAC,332322,,['CHROMIUM']
193,COOPER POWER SYSTEMS LLC,19,0.894736842105,0.00568532710154,0.484848484848,0.0020409188321,14760CPRPW1648D,335931,EATON ELECTRIC HOLDINGS LLC,"['TETRABROMOBISPHENOL A', 'ZINC COMPOUNDS']"
294,XYLEM HEAT TRANSFER,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,14227TTSTN175ST,332410,FLUID HANDLING LLC,['CHROMIUM']
198,KAWASAKI RAIL CAR INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,10701KWSKR29WEL,336510,KAWASAKI HEAVY INDUSTRIES,['CHROMIUM']
182,GARLOCK SEALING TECHNOLOGIES,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,14522GRLCK1666D,339991,ENPRO INDUSTRIES INC,['ZINC COMPOUNDS']
280,NESTLE PURINA PETCARE CO,18,1.0,0.00309265241473,0.484210526316,0.00203582593321,14048RLSTN3800M,311111,NESTLE PURINA PETCARE CO,['ZINC COMPOUNDS']
258,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,12090LYDLL12DAV,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS']
257,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,13069RMSTRRR2BO,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS']
256,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,13305BSCSCMAINS,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS']
39,TELESCOPE CASUAL FURNITURE INC,18,1.0,0.00213449656875,0.482939632546,0.00333069489389,12832TLSCPCHURC,337122,,['DIOXIN AND DIOXIN-LIKE COMPOUNDS']
261,SAINT-GOBAIN ABRASIVES,16,0.808333333333,0.00382015031132,0.500680272109,0.00536759711352,12189NRTNC10THA,327910,SAINT-GOBAIN CORP,"['FORMALDEHYDE', 'PHENOL']"
125,COMSTAR INTERNATIONAL INC,16,0.708333333333,0.00761278775329,0.495956873315,0.00414075333162,11356NDSTR20451,325611,,"['ETHYLENE GLYCOL', 'TETRACHLOROETHYLENE']"
173,VULCRAFT OF NEW YORK INC,15,0.866666666667,0.00817064952282,0.472400513479,0.00286858688033,14825VLCRF5362R,332312,NUCOR CORP,"['CERTAIN GLYCOL ETHERS', 'SEC-BUTYL ALCOHOL']"
274,EMPIRE FIBERGLASS PRODUCTS INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,13365MPRFBRIVER,326199,,"['METHYL METHACRYLATE', 'STYRENE']"
230,TAYLOR MADE PRODUCTS LLC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,1207WTYLRM16IND,326199,TAYLOR MADE GROUP LLC,"['METHYL METHACRYLATE', 'STYRENE']"
231,TAYLOR MADE PRODUCTS LLC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,1207WTYLRM65HAR,326199,TAYLOR MADE GROUP LLC,"['METHYL METHACRYLATE', 'STYRENE']"
271,HAMMER PACKAGING CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14586HMMRL200LU,323111,,['CERTAIN GLYCOL ETHERS']
2,AMERICAN ACRYLIC CORP,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,11704MRCNC400SH,326130,,"['METHYL METHACRYLATE', 'STYRENE']"
75,SENECA FOODS CORP CAN PLANT,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14505SNCFD3736S,332431,SENECA FOODS CORP,['CERTAIN GLYCOL ETHERS']
118,BALCHEM CORP,14,0.857142857143,0.00852831625444,0.492637215529,0.00306858656377,10973BLCHMROUTE,311119,BALCHEM CORP,"['ETHYLENE GLYCOL', 'ETHYLENE OXIDE']"
338,DERRICK CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14225DRRCK3350U,333132,DERRICK CORP,['CERTAIN GLYCOL ETHERS']
119,UNICELL BODY CO INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,14206NCLLB575HO,336112,,"['METHYL METHACRYLATE', 'STYRENE']"
339,DERRICK CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14225DRRCK590DU,333132,DERRICK CORP,['CERTAIN GLYCOL ETHERS']
86,SAFETY-KLEEN SYSTEMS (211808),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,11701SFTYK8SEAB,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL']
22,JCI JONES CHEMICALS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,10990JNSCHRIVER,424690,JCI JONES CHEMICALS INC,['CHLORINE']
76,SAFETY-KLEEN SYSTEMS (202802),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,14414SFTYK1525W,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL']
226,JAMESTOWN ELECTRO PLATING WORKS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14702JMSTW105WA,332813,,['CHLORINE']
21,JCI JONES CHEMICALS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14423JNSCH100SU,424690,JCI JONES CHEMICALS INC,['CHLORINE']
320,SAFETY-KLEEN SYSTEMS (211801),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,10994SFTYK5SNAK,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL']
351,VANCHLOR CO INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14094VNCHL555WE,325180,,['CHLORINE']
172,KEMPER SYSTEM AMERICA INC,13,1.0,0.00348067464123,0.491978609626,0.00306851328865,14224XCLPR12NAM,325510,,['ETHYLENE GLYCOL']
217,GOODYEAR TIRE & RUBBER CO,13,0.769230769231,0.0062977137376,0.49864498645,0.00701163881397,14304THGDY5408B,325199,THE GOODYEAR TIRE & RUBBER CO,"['ANILINE', 'DIPHENYLAMINE', 'HYDROQUINONE', 'O-TOLUIDINE', 'O-XYLENE', 'PHENOL']"
246,AMERICAN LAMP RECYCLING LLC,13,1.0,0.00110301618007,0.433962264151,0.00252505758169,1254WMRCNL55RIV,423930,,['MERCURY COMPOUNDS']
89,SOUTHERN GRAPHIC SYSTEMS LLC,12,1.0,0.00131188126658,0.484210526316,0.00190215452727,13135STHRN67COU,323120,SGS INTERNATIONAL,['COPPER COMPOUNDS']
376,ALLVAC - LOCKPORT PLANT,12,0.909090909091,0.00272429483468,0.41581920904,0.00160630865761,14094LLGHN695OH,331492,ALLEGHENY TECHNOLOGIES INC,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'NICKEL COMPOUNDS']"
10,ENGINEERED COMPOSITES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14206NGNRD55RBE,325991,ENGINEERED COMPOSITES INC,['STYRENE']
299,AN-COR INDUSTRIAL PLASTICS,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14120NCRND100ME,326199,,['STYRENE']
304,TRIAD TECHNOLOGIES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,13204TRDTC15SPE,326199,,['STYRENE']
348,REMEE CASTING,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14527RMCST118MN,326199,ROTO SALT,['STYRENE']
367,NIACET CORP,11,0.909090909091,0.00211531879414,0.493297587131,0.00256132047095,14304NCTCR40047,325199,NIACET CORP,"['CHLOROACETIC ACID', 'PHENOL']"
37,RHI MONOFRAX LLC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,14733MNFRX501NE,327120,RHI AG,['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)']
158,HARTCHROM INC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,1218WHRTCH25GIB,332813,,['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)']
74,FENNER PRECISION,9,0.583333333333,0.00516231153806,0.489361702128,0.00320910860389,14215WNFLD33CLA,326199,,"['N-METHYL-2-PYRROLIDONE', 'TRICHLOROETHYLENE']"
132,ULTRALIFE CORP,9,1.0,0.000917681707879,0.408888888889,0.00122927082077,14873LTRLF2000T,335912,,['MANGANESE COMPOUNDS']
116,UNITHER MANUFACTURING LLC,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,14623PNNWL755JE,325412,UNITHER US CORP,['DICHLOROMETHANE']
177,CARESTREAM HEALTH INC ISC B-14,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,14615CRSTR149WR,334517,ONEX CORP,['DICHLOROMETHANE']
269,WYETH,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,12979YRSTL64MAP,325412,PFIZER INC,['DICHLOROMETHANE']
349,ORTHO-CLINICAL DIAGNOSTICS BUILDING 313,6,0.466666666667,0.0113802739239,0.433962264151,0.00190080576818,14652JHNSN300WE,339112,JOHNSON & JOHNSON INC,"['M-XYLENE', 'O-XYLENE', 'TERT-BUTYL ALCOHOL']"
159,GASSER & SONS INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,11725GSSRS440MO,332119,,['TRICHLOROETHYLENE']
58,API HEAT TRANSFER INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,14009PRTCH91NST,332410,API HEAT TRANSFER INC,"['1,2-DICHLOROETHYLENE', 'TRICHLOROETHYLENE']"
189,UTICA CUTLERY CO,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,13502TCCTL820NO,332215,,['TRICHLOROETHYLENE']
322,ABBOTT INDUSTRIES INC,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,11435BBTND95251,332119,,['TETRACHLOROETHYLENE']
40,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,12401HNTRP1700E,326150,CARLISLE COS INC,['DIISOCYANATES']
85,SAFETY-KLEEN SYSTEMS INC BUFFALO OIL RECOVERY FACILITY,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,14210SFTYK60KAT,324191,CLEAN HARBORS INC.,['TETRACHLOROETHYLENE']
41,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,1254WHNTRP9HUDS,326150,,['DIISOCYANATES']
345,3M CO - TONAWANDA,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,14150GNRLM305SA,325211,3M CO,"['CARBON DISULFIDE', 'DIISOCYANATES']"
112,AMES GOLDSMITH,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,12803NBCNC50HAR,331492,,['SILVER']
377,UMICORE TECHNICAL MATERIALS NA INC,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,12801MSLCT9PRUY,332618,UMICORE USA INC,['SILVER']
147,PALL CORP,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,11788RRSRC225MA,339999,PALL CORP,['TERT-BUTYL ALCOHOL']
206,PALL CORP PALL TRINITY MICRO DIV,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,13045PLLTR3643W,332999,PALL CORP,['TERT-BUTYL ALCOHOL']
117,SOLEPOXY INC,2,0.0,0.000350925066361,0.424942263279,0.00104480962984,14760HYSLL211FR,325991,SOLEPOXY INC,"['HEXACHLOROBENZENE', 'TETRABROMOBISPHENOL A']"
28,STERIGENICS US LLC - QUEENSBURY NY FACILITY,1,0.0,0.0,0.330341113106,1.50314817317e-05,12801GRFFT27PAR,561910,STERIGENICS U.S. LLC,['ETHYLENE OXIDE']
130,CONMED CORP,1,0.0,4.62976548594e-17,0.354869816779,0.000151874672788,13503GNRLLFRENC,334510,,['DI(2-ETHYLHEXYL) PHTHALATE']
183,ARKEMA INC,1,0.0,0.0,0.354527938343,0.000510652378311,14533PNNWLROUTE,325199,ARKEMA DELAWARE INC,"['BENZOYL CHLORIDE', 'BENZOYL PEROXIDE', 'CUMENE HYDROPEROXIDE', 'MALEIC ANHYDRIDE']"
181,CUMMINS INC JAMESTOWN ENGINE PLANT,1,0.0,5.31160367569e-16,0.321116928447,1.40516394448e-05,14750CMMNS4720B,333618,CUMMINS INC,['SEC-BUTYL ALCOHOL']
